area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
C2874,5,812199,48,0,2020,A,N,12,0,0,0,0,0,0,N,1.02,0.0,0.0,0.0,0.0,0.0,0.0,N,1,9.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2894,5,812199,48,0,2020,A,N,50,0,0,0,0,0,0,N,1.07,0.0,0.0,0.0,0.0,0.0,0.0,N,2,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2902,5,812199,48,0,2020,A,,6,29,563590,274423,3803,378,19660,,1.56,0.96,0.94,0.9,0.61,0.99,0.99,,0,0.0,-2,-6.5,23132,4.3,-20938,-7.1,879,30.1,39,11.5,2036,11.6
C2910,5,812199,48,0,2020,A,N,13,0,0,0,0,0,0,N,1.59,0.0,0.0,0.0,0.0,0.0,0.0,N,2,18.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2918,5,812199,48,0,2020,A,N,34,0,0,0,0,0,0,N,0.98,0.0,0.0,0.0,0.0,0.0,0.0,N,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2920,5,812199,48,0,2020,A,N,8,0,0,0,0,0,0,N,0.83,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2934,5,812199,48,0,2020,A,N,18,0,0,0,0,0,0,N,1.42,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2942,5,812199,48,0,2020,A,N,4,0,0,0,0,0,0,N,0.46,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2946,5,812199,48,0,2020,A,,22,53,1169840,438902,6593,421,21900,,0.67,0.28,0.32,0.26,0.84,1.15,1.15,,1,4.8,-1,-1.9,138113,13.4,64298,17.2,1657,33.6,52,14.1,2735,14.3
C2954,5,812199,48,0,2020,A,,24,81,2021935,1026789,28162,481,24988,,0.79,0.42,0.5,0.5,0.48,1.18,1.18,,1,4.3,-32,-28.3,-716778,-26.2,-193153,-15.8,-14480,-34.0,14,3.0,680,2.8
C2962,5,812199,48,0,2020,A,,36,178,3483958,1807333,51090,377,19600,,1.64,1.09,0.93,1.33,1.58,0.85,0.85,,-1,-2.7,-25,-12.3,-531519,-13.2,-35439,-1.9,26144,104.8,-3,-0.8,-148,-0.7
C2970,5,812199,48,0,2020,A,N,9,0,0,0,0,0,0,N,0.73,0.0,0.0,0.0,0.0,0.0,0.0,N,2,28.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C2974,5,812199,48,0,2020,A,,6,31,632122,584742,2037,391,20336,,0.52,0.53,0.63,0.53,0.26,1.18,1.18,,1,20.0,-13,-29.5,-212109,-25.1,-202621,-25.7,-752,-27.0,18,4.8,928,4.8
C2982,5,812199,48,0,2020,A,,238,1762,49492085,42800042,744292,540,28086,,1.9,2.36,2.99,1.9,2.09,1.26,1.27,,13,5.8,-588,-25.0,-20707215,-29.5,-12087901,-22.0,-383677,-34.0,-35,-6.1,-1789,-6.0
C2994,5,812199,48,0,2020,A,N,4,0,0,0,0,0,0,N,0.6,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3002,5,812199,48,0,2020,A,N,4,0,0,0,0,0,0,N,0.71,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3014,5,812199,48,0,2020,A,N,7,0,0,0,0,0,0,N,1.11,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3030,5,812199,48,0,2020,A,N,2,0,0,0,0,0,0,N,0.47,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3034,5,812199,48,0,2020,A,,7,39,931148,576146,10186,464,24133,,0.99,0.99,1.2,1.21,1.39,1.23,1.23,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3046,5,812199,48,0,2020,A,N,54,0,0,0,0,0,0,N,1.46,0.0,0.0,0.0,0.0,0.0,0.0,N,5,10.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3062,5,812199,48,0,2020,A,N,4,0,0,0,0,0,0,N,0.72,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3070,5,812199,48,0,2020,A,N,37,0,0,0,0,0,0,N,1.62,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3078,5,812199,48,0,2020,A,,50,232,5538713,2267452,22464,459,23874,,1.05,0.87,0.99,1.12,1.11,1.14,1.14,,1,2.0,-59,-20.3,-941471,-14.5,-774580,-25.5,-6881,-23.4,31,7.2,1631,7.3
C3086,5,812199,48,0,2020,A,N,6,0,0,0,0,0,0,N,0.62,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3098,5,812199,48,0,2020,A,N,9,0,0,0,0,0,0,N,0.71,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3102,5,812199,48,0,2020,A,N,2,0,0,0,0,0,0,N,0.27,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3108,5,812199,48,0,2020,A,,1171,4708,155808094,63686397,2246324,636,33095,,0.82,1.01,1.13,1.49,1.52,1.12,1.12,,45,4.0,-3315,-41.3,-91417782,-37.0,-14415354,-18.5,-560039,-20.0,43,7.3,2279,7.4
C3114,5,812199,48,0,2020,A,,110,510,12796019,5914982,87142,483,25107,,1.3,1.0,1.1,0.96,0.91,1.09,1.09,,6,5.8,-87,-14.6,-1342870,-9.5,-602919,-9.3,-5087,-5.5,28,6.2,1430,6.0
C3118,5,812199,48,0,2020,A,,22,145,3365343,1584304,23736,448,23276,,1.18,1.24,1.49,1.49,2.17,1.2,1.2,,2,10.0,-30,-17.1,-830666,-19.8,-300488,-15.9,-4373,-15.6,-13,-2.8,-690,-2.9
C3134,5,812199,48,0,2020,A,N,17,0,0,0,0,0,0,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,6.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3142,5,812199,48,0,2020,A,N,4,0,0,0,0,0,0,N,0.32,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3154,5,812199,48,0,2020,A,N,67,0,0,0,0,0,0,N,1.55,0.0,0.0,0.0,0.0,0.0,0.0,N,3,4.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3170,5,812199,48,0,2020,A,,31,218,6269561,3505466,42770,554,28803,,1.14,1.36,1.37,1.56,2.37,1.01,1.01,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3174,5,812199,48,0,2020,A,,8,50,638729,489125,7594,248,12882,,1.56,1.64,1.2,1.03,1.81,0.73,0.73,,1,14.3,-11,-18.0,-135808,-17.5,-116932,-19.3,-2101,-21.7,2,0.8,80,0.6
C3186,5,812199,48,0,2020,A,N,6,0,0,0,0,0,0,N,0.96,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3190,5,812199,48,0,2020,A,,6,24,325880,179953,3927,262,13626,,0.97,0.62,0.48,0.5,0.65,0.78,0.78,,1,20.0,-2,-7.7,-45149,-12.2,-11453,-6.0,1687,75.3,-12,-4.4,-599,-4.2
C3242,5,812199,48,0,2020,A,N,2,0,0,0,0,0,0,N,0.54,0.0,0.0,0.0,0.0,0.0,0.0,N,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3258,5,812199,48,0,2020,A,,27,181,3886610,1751874,22268,414,21532,,0.94,0.84,1.2,0.9,0.92,1.42,1.42,,-1,-3.6,-42,-18.8,-959600,-19.8,9807,0.6,-7031,-24.0,-4,-1.0,-216,-1.0
C3278,5,812199,48,0,2020,A,N,16,0,0,0,0,0,0,N,0.92,0.0,0.0,0.0,0.0,0.0,0.0,N,2,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3282,5,812199,48,0,2020,A,N,57,0,0,0,0,0,0,N,0.9,0.0,0.0,0.0,0.0,0.0,0.0,N,5,9.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3290,5,812199,48,0,2020,A,N,3,0,0,0,0,0,0,N,0.2,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3310,5,812199,48,0,2020,A,,637,2864,88823664,29698518,281516,596,31015,,1.19,1.42,1.79,1.61,2.67,1.26,1.26,,57,9.8,-489,-14.6,-38183886,-30.1,-1133587,-3.7,-47276,-14.4,-133,-18.2,-6869,-18.1
C3314,5,812199,48,0,2020,A,N,8,0,0,0,0,0,0,N,1.58,0.0,0.0,0.0,0.0,0.0,0.0,N,2,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3322,5,812199,48,0,2020,A,,5,6,139226,55943,433,440,22886,,0.85,0.21,0.18,0.22,0.07,0.84,0.84,N,-1,-16.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3326,5,812199,48,0,2020,A,N,18,0,0,0,0,0,0,N,1.27,0.0,0.0,0.0,0.0,0.0,0.0,N,1,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3334,5,812199,48,0,2020,A,,131,751,18131315,10062486,155531,464,24151,,1.26,1.16,1.17,1.13,1.29,1.01,1.01,,8,6.5,-60,-7.4,-451196,-2.4,-44718,-0.4,-6191,-3.8,24,5.5,1247,5.4
C3346,5,812199,48,0,2020,A,,308,1875,46889039,40999561,251313,481,25014,,1.4,1.25,1.11,0.97,0.65,0.89,0.89,,1,0.3,-420,-18.3,-11302139,-19.4,-7673328,-15.8,-38395,-13.3,-7,-1.4,-339,-1.3
C3354,5,812199,48,0,2020,A,N,9,0,0,0,0,0,0,N,0.73,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3366,5,812199,48,0,2020,A,,17,73,1404478,737077,9072,368,19152,,0.74,0.53,0.49,0.57,0.6,0.91,0.91,,1,6.2,-7,-8.8,-110287,-7.3,15902,2.2,2875,46.4,6,1.7,316,1.7
C3370,5,812199,48,0,2020,A,N,17,0,0,0,0,0,0,N,0.47,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3374,5,812199,48,0,2020,A,N,15,0,0,0,0,0,0,N,1.28,0.0,0.0,0.0,0.0,0.0,0.0,N,2,15.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3378,5,812199,48,0,2020,A,N,6,0,0,0,0,0,0,N,1.14,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3386,5,812199,48,0,2020,A,N,21,0,0,0,0,0,0,N,1.06,0.0,0.0,0.0,0.0,0.0,0.0,N,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3406,5,812199,48,0,2020,A,N,12,0,0,0,0,0,0,N,1.57,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3410,5,812199,48,0,2020,A,N,3,0,0,0,0,0,0,N,0.63,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3458,5,812199,48,0,2020,A,N,8,0,0,0,0,0,0,N,0.84,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3462,5,812199,48,0,2020,A,,9,28,440496,257116,4629,303,15779,,1.85,0.78,0.67,0.79,1.0,0.87,0.87,,1,12.5,1,3.7,38445,9.6,11750,4.8,972,26.6,18,6.3,980,6.6
C3474,5,812199,48,0,2020,A,,4,19,227256,163292,2370,231,12014,,0.6,0.41,0.26,0.37,0.22,0.64,0.64,,-1,-20.0,-7,-26.9,-44890,-16.5,-21751,-11.8,-1137,-32.4,26,12.7,1376,12.9
C3482,5,812199,48,0,2020,A,,46,137,3653692,2148825,3389,513,26653,,1.57,1.06,1.79,1.07,0.22,1.68,1.68,,1,2.2,-39,-22.2,-416598,-10.2,-254673,-10.6,-33674,-90.9,67,15.0,3482,15.0
C3490,5,812199,48,0,2020,A,N,15,0,0,0,0,0,0,N,1.15,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-11.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3494,5,812199,48,0,2020,A,,53,346,10256497,3362201,41660,570,29657,,1.53,2.89,3.84,2.88,7.75,1.33,1.33,,7,15.2,-33,-8.7,-355186,-3.3,-342133,-9.2,-5498,-11.7,32,5.9,1682,6.0
C3498,5,812199,48,0,2020,A,,128,1075,25716807,9881114,140862,460,23934,,1.03,1.36,1.31,1.39,2.17,0.96,0.96,,10,8.5,-47,-4.2,-1033504,-3.9,-85727,-0.9,4436,3.3,1,0.2,85,0.4
C3510,5,812199,48,0,2020,A,N,5,0,0,0,0,0,0,N,0.78,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3530,5,812199,48,0,2020,A,N,82,0,0,0,0,0,0,N,1.46,0.0,0.0,0.0,0.0,0.0,0.0,N,5,6.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3538,5,812199,48,0,2020,A,,99,476,13038112,5257508,74530,527,27401,,1.06,1.15,1.35,1.42,1.81,1.18,1.18,N,12,13.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3562,5,812199,48,0,2020,A,,2432,10394,270352489,180213162,3283889,500,26010,,1.69,1.46,1.05,1.42,1.48,0.72,0.72,,13,0.5,-4275,-29.1,-102480548,-27.5,-48806368,-21.3,-875224,-21.0,11,2.2,594,2.3
C3566,5,812199,48,0,2020,A,,6,51,1383229,516308,11677,518,26946,,0.71,1.1,1.36,1.08,1.03,1.23,1.23,,-1,-14.3,5,10.9,233175,20.3,44254,9.4,-4883,-29.5,33,6.8,1716,6.8
C3584,5,812199,48,0,2020,A,,84,437,11239524,4189717,34782,495,25715,,1.3,1.82,2.31,1.84,3.38,1.27,1.27,,9,12.0,-29,-6.2,-142564,-1.3,61315,1.5,-1024,-2.9,25,5.3,1264,5.2
C3598,5,812199,48,0,2020,A,N,22,0,0,0,0,0,0,N,1.27,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3610,5,812199,48,0,2020,A,,24,65,1781223,622178,4058,526,27368,,1.22,0.74,1.2,0.83,1.35,1.61,1.61,,1,4.3,-13,-16.7,-13465,-0.8,-30227,-4.6,-1881,-31.7,85,19.3,4433,19.3
C3614,5,812199,48,0,2020,A,N,8,0,0,0,0,0,0,N,0.93,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3622,5,812199,48,0,2020,A,N,8,0,0,0,0,0,0,N,0.85,0.0,0.0,0.0,0.0,0.0,0.0,N,1,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3626,5,812199,48,0,2020,A,,65,542,10436773,9773780,17010,370,19241,,1.66,2.46,2.4,1.73,0.89,0.97,0.97,N,4,6.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3642,5,812199,48,0,2020,A,,123,526,13186717,8448376,61157,482,25078,,1.33,1.06,1.24,0.94,1.09,1.17,1.17,,6,5.1,-76,-12.6,-1734140,-11.6,-580624,-6.4,-17020,-21.8,5,1.0,289,1.2
C3650,5,812199,48,0,2020,A,N,12,0,0,0,0,0,0,N,0.59,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3654,5,812199,48,0,2020,A,N,73,0,0,0,0,0,0,N,1.18,0.0,0.0,0.0,0.0,0.0,0.0,N,5,7.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3674,5,812199,48,0,2020,A,N,238,0,0,0,0,0,0,N,1.34,0.0,0.0,0.0,0.0,0.0,0.0,N,16,7.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3678,5,812199,48,0,2020,A,,8,42,1198242,533541,14991,554,28815,,0.93,0.56,0.71,0.52,1.15,1.28,1.28,,0,0.0,3,7.7,128194,12.0,74003,16.1,5594,59.5,23,4.3,1201,4.3
C3698,5,812199,48,0,2020,A,N,4,0,0,0,0,0,0,N,0.54,0.0,0.0,0.0,0.0,0.0,0.0,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3710,5,812199,48,0,2020,A,,58,190,4827109,2159618,65242,489,25439,,0.94,0.74,0.73,0.94,0.8,0.99,0.99,,-5,-7.9,-164,-46.3,-3781555,-43.9,-946250,-30.5,-39379,-37.6,21,4.5,1115,4.6
C3734,5,812199,48,0,2020,A,,51,200,4226851,1957430,10460,407,21178,,1.37,1.11,1.04,1.3,1.3,0.94,0.94,,2,4.1,-21,-9.5,-373202,-8.1,-22386,-1.1,-680,-6.1,7,1.8,355,1.7
C3746,5,812199,48,0,2020,A,N,8,0,0,0,0,0,0,N,0.57,0.0,0.0,0.0,0.0,0.0,0.0,N,-3,-27.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3762,5,812199,48,0,2020,A,,5,32,738427,361462,8604,445,23136,,0.99,1.15,1.43,1.21,1.32,1.24,1.24,,0,0.0,-6,-15.8,-170101,-18.7,-58955,-14.0,-4377,-33.7,-21,-4.5,-1091,-4.5
C3786,5,812199,48,0,2020,A,,32,140,4262120,1338728,9976,586,30462,,1.16,0.97,1.53,1.19,1.87,1.59,1.59,N,3,10.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3790,5,812199,48,0,2020,A,N,17,0,0,0,0,0,0,N,0.98,0.0,0.0,0.0,0.0,0.0,0.0,N,-3,-15.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3798,5,812199,48,0,2020,A,N,487,0,0,0,0,0,0,N,1.31,0.0,0.0,0.0,0.0,0.0,0.0,N,35,7.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3806,5,812199,48,0,2020,A,,318,2196,64965170,22693486,384652,569,29590,,1.27,1.27,1.53,1.43,1.9,1.2,1.2,,-5,-1.5,-971,-30.7,-16638823,-20.4,-8217696,-26.6,-163674,-29.8,73,14.7,3819,14.8
C3822,5,812199,48,0,2020,A,,4,3,78434,42801,537,476,24769,,0.74,0.12,0.18,0.26,0.3,1.39,1.39,,-1,-20.0,-3,-50.0,-24184,-23.6,-20862,-32.8,-223,-29.3,128,36.8,6660,36.8
C3830,5,812199,48,0,2020,A,,180,786,16745250,8952642,273864,410,21300,,1.28,0.91,0.77,1.01,0.92,0.84,0.84,,6,3.4,-219,-21.8,-5148250,-23.5,-1499826,-14.3,-117658,-30.1,-9,-2.1,-490,-2.2
C3834,5,812199,48,0,2020,A,N,5,0,0,0,0,0,0,N,0.44,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-28.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3854,5,812199,48,0,2020,A,N,6,0,0,0,0,0,0,N,1.1,0.0,0.0,0.0,0.0,0.0,0.0,N,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3866,5,812199,48,0,2020,A,N,2,0,0,0,0,0,0,N,0.26,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3886,5,812199,48,0,2020,A,,51,194,4921639,2637312,38660,489,25424,,1.0,0.9,0.98,0.99,0.92,1.09,1.09,N,2,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3890,5,812199,48,0,2020,A,,232,1106,30833420,27672563,338868,536,27891,,1.1,1.18,1.19,0.88,0.77,1.01,1.01,,-6,-2.5,-405,-26.8,-10601490,-25.6,-9190711,-24.9,-198365,-36.9,9,1.7,463,1.7
C3894,5,812199,48,0,2020,A,,31,133,3095278,1426029,12744,446,23215,,1.01,1.1,1.37,1.32,2.19,1.24,1.24,,4,14.8,-27,-16.9,-405683,-11.6,33820,2.4,182,1.4,25,5.9,1334,6.1
C3914,5,812199,48,0,2020,A,N,9,0,0,0,0,0,0,N,0.69,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3930,5,812199,48,0,2020,A,N,116,0,0,0,0,0,0,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3934,5,812199,48,0,2020,A,N,42,0,0,0,0,0,0,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3938,5,812199,48,0,2020,A,N,6,0,0,0,0,0,0,N,0.75,0.0,0.0,0.0,0.0,0.0,0.0,N,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3946,5,812199,48,0,2020,A,N,11,0,0,0,0,0,0,N,0.99,0.0,0.0,0.0,0.0,0.0,0.0,N,2,22.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3954,5,812199,48,0,2020,A,,6,33,312331,276459,2825,182,9489,,0.58,0.56,0.25,0.34,0.24,0.44,0.44,,-4,-40.0,-28,-45.9,-798357,-71.9,-358988,-56.5,256,10.0,-166,-47.7,-8595,-47.5
C3958,5,812199,48,0,2020,A,,132,931,27112220,20985646,160760,560,29111,,1.36,1.82,2.07,1.8,2.77,1.14,1.14,,1,0.8,-244,-20.8,-6387666,-19.1,-3575304,-14.6,-19897,-11.0,12,2.2,600,2.1
C3966,5,812199,48,0,2020,A,N,10,0,0,0,0,0,0,N,0.75,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3974,5,812199,48,0,2020,A,N,13,0,0,0,0,0,0,N,0.67,0.0,0.0,0.0,0.0,0.0,0.0,N,2,18.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3982,5,812199,48,0,2020,A,N,12,0,0,0,0,0,0,N,0.72,0.0,0.0,0.0,0.0,0.0,0.0,N,1,9.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C3990,5,812199,48,0,2020,A,N,42,0,0,0,0,0,0,N,1.24,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4006,5,812199,48,0,2020,A,,110,595,15938033,6807061,50653,515,26790,,1.23,1.17,1.3,1.46,1.22,1.11,1.11,,1,0.9,-162,-21.4,-2973615,-15.7,-552497,-7.5,17762,54.0,34,7.1,1802,7.2
C4014,5,812199,48,0,2020,A,,249,1147,28215624,13377433,507877,473,24596,,0.83,0.93,1.09,1.26,1.36,1.16,1.17,,0,0.0,-718,-38.5,-17099963,-37.7,-4090822,-23.4,-180034,-26.2,6,1.3,294,1.2
C4022,5,812199,48,0,2020,A,N,32,0,0,0,0,0,0,N,1.54,0.0,0.0,0.0,0.0,0.0,0.0,N,-4,-11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4034,5,812199,48,0,2020,A,N,15,0,0,0,0,0,0,N,1.22,0.0,0.0,0.0,0.0,0.0,0.0,N,2,15.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4038,5,812199,48,0,2020,A,N,84,0,0,0,0,0,0,N,1.41,0.0,0.0,0.0,0.0,0.0,0.0,N,4,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4042,5,812199,48,0,2020,A,N,13,0,0,0,0,0,0,N,0.87,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4058,5,812199,48,0,2020,A,N,1,0,0,0,0,0,0,N,0.14,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4066,5,812199,48,0,2020,A,,6,14,436061,188581,681,603,31334,,1.29,0.44,0.75,0.55,0.18,1.7,1.7,,0,0.0,-1,-6.7,-75747,-14.8,4096,2.2,-791,-53.7,-72,-10.7,-3761,-10.7
C4090,5,812199,48,0,2020,A,,159,926,22061267,11011716,361985,458,23816,,0.8,1.15,1.01,1.82,1.62,0.88,0.88,,14,9.7,-353,-27.6,-7551444,-25.5,-932343,-7.8,-45792,-11.2,13,2.9,664,2.9
C4098,5,812199,48,0,2020,A,N,8,0,0,0,0,0,0,N,0.9,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4106,5,812199,48,0,2020,A,N,11,0,0,0,0,0,0,N,0.92,0.0,0.0,0.0,0.0,0.0,0.0,N,-3,-21.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4110,5,812199,48,0,2020,A,N,16,0,0,0,0,0,0,N,1.08,0.0,0.0,0.0,0.0,0.0,0.0,N,2,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
C4114,5,812199,48,0,2020,A,N,5,0,0,0,0,0,0,N,0.67,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
